,Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
394,1250.0,Nissan,Almera,2006,109858.0,Petrol,Saloon,1.5,
395,17000.0,Ford,Fiesta,2020,96000.0,Petrol,Hatchback,1.0,95.0
396,35895.0,Mercedes,GLA-Class,2018,39000.0,Diesel,SUV,2.1,
397,43449.0,Toyota,Camry,2021,22950.0,Hybrid,Saloon,2.5,218.0
398,78450.0,Toyota,Landcruiser,2022,10.0,Diesel,SUV,2.8,177.0
399,60949.0,Toyota,Landcruiser,2020,66950.0,Diesel,SUV,2.8,
400,10950.0,Mercedes,E-Class,2011,145003.0,Diesel,Saloon,2.1,136.0
401,48849.0,BMW,3-Series,2021,29950.0,Hybrid,Saloon,2.0,
402,22949.0,Toyota,Prius,2016,44950.0,Hybrid,Saloon,1.8,136.0
403,42949.0,Lexus,NX,2019,109850.0,Hybrid,Estate,2.5,197.0
404,20949.0,Ford,Fiesta,2019,9950.0,Petrol,Hatchback,1.0,100.0
405,19449.0,SEAT,Ibiza,2019,36950.0,Petrol,Hatchback,1.0,95.0
406,53949.0,Lexus,RX,2017,59950.0,Hybrid,SUV,3.5,313.0
407,50115.0,Toyota,Camry,2022,2.0,Hybrid,Saloon,2.5,218.0
408,44637.0,Toyota,Landcruiser,2022,3.0,Diesel,SUV,2.8,177.0
409,44650.0,Toyota,Landcruiser,2022,10.0,Diesel,SUV,2.8,
410,46045.0,Toyota,Landcruiser,2022,0.0,Diesel,SUV,2.8,177.0
412,23449.0,Toyota,Yaris,2022,6.0,Petrol,Hatchback,1.0,72.0
413,51795.0,BMW,7-Series,2018,48950.0,Hybrid,Saloon,2.0,
414,21949.0,Toyota,Corolla,2019,39950.0,Petrol,Saloon,1.6,132.0
415,18449.0,Toyota,Auris,2017,43950.0,Petrol,Hatchback,1.2,116.0
416,51949.0,Toyota,Landcruiser,2018,108950.0,Diesel,SUV,2.8,177.0
417,68449.0,Toyota,Highlander,2021,29950.0,Hybrid,MPV,2.5,246.0
418,19949.0,Toyota,Avensis,2016,64950.0,Petrol,Saloon,1.8,147.0
419,22449.0,Mitsubishi,Eclipse Cross,2019,51950.0,Petrol,Estate,1.5,163.0
420,27449.0,Nissan,Qashqai,2020,49950.0,Petrol,MPV,1.3,160.0
421,16249.0,Hyundai,i10,2021,7950.0,Petrol,Hatchback,1.0,67.0
422,48849.0,BMW,3-Series,2021,29950.0,Hybrid,Saloon,2.0,
423,29950.0,Land Rover,Range Rover,2011,186683.44,Diesel,SUV,4.4,
424,22949.0,Toyota,C-HR,2017,44950.0,Petrol,SUV,1.2,116.0
425,40949.0,Lexus,NX,2018,109950.0,Hybrid,SUV,2.5,197.0
426,115949.0,Lexus,LC,2021,14950.0,Hybrid,Coupe,3.5,359.0
427,16949.0,Toyota,Corolla,2016,74950.0,Diesel,Saloon,1.4,90.0
428,28749.0,Toyota,RAV4,2018,89950.0,Hybrid,SUV,2.5,197.0
429,16949.0,Peugeot,2008,2018,56950.0,Petrol,SUV,1.2,82.0
430,25449.0,SEAT,Arona,2020,21950.0,Petrol,SUV,1.0,115.0
431,13981.5,Audi,Q5,2013,170013.8963,Diesel,Estate,2.0,
433,18949.0,Toyota,Auris,2017,19950.0,Petrol,Hatchback,1.2,116.0
434,33749.0,Toyota,Landcruiser,2019,99000.0,Diesel,SUV,2.8,
435,13949.0,Toyota,Aygo,2019,27000.0,Petrol,Hatchback,1.0,72.0
436,51795.0,BMW,7-Series,2018,48950.0,Petrol,Saloon,2.0,326.0
437,18949.0,Toyota,Yaris,2020,5950.0,Petrol,Hatchback,1.0,72.0
438,33749.0,Toyota,Landcruiser,2019,58950.0,Diesel,SUV,2.8,
439,,Volvo,XC40,2018,67576.0,Petrol,SUV,1.5,156.0
440,44019.0,Audi,A3,2022,15.0,Diesel,Hatchback,2.0,
441,32500.0,Volkswagen,T-Roc,2021,37290.0,Petrol,SUV,1.5,150.0
442,,Renault,Megane,2016,112522.0,Diesel,Hatchback,1.5,110.0
443,13500.0,Mini,ONE,2014,111044.46,Diesel,Hatchback,1.5,
444,33450.0,BMW,5-Series,2017,157000.0,Diesel,Saloon,2.0,190.0
445,7990.0,Nissan,Micra,2016,82152.0,Petrol,Hatchback,1.2,80.0
446,25995.0,Volkswagen,Passat,2018,49450.0,Petrol,Saloon,1.4,125.0
449,13250.0,Renault,Captur,2016,72618.24882,Petrol,SUV,0.9,
450,29500.0,Lexus,NX,2016,70000.0,Petrol Hybrid,SUV,2.5,197.0
451,14500.0,Volkswagen,Caddy,2019,75000.0,Diesel,MPV,2.0,
452,2995.0,Ford,Focus,2009,281750.0,Diesel,Hatchback,1.8,
455,3550.0,Peugeot,308,2010,164152.68,Diesel,Hatchback,1.6,
456,24000.0,Hyundai,Tucson,2018,79581.863,Diesel,SUV,1.7,115.0
457,11500.0,Hyundai,i10,2019,59240.0,Petrol,Hatchback,1.0,66.0
458,5300.0,Opel,Astra,2011,291000.0,Diesel,Hatchback,1.2,95.0
459,5700.0,Peugeot,308,2011,201111.0,Diesel,Hatchback,1.6,92.0
460,35000.0,Volkswagen,Arteon,2019,74000.0,Diesel,Hatchback,2.0,190.0
462,3950.0,Opel,Corsa,2010,104000.0,Petrol,Hatchback,1.2,
464,32950.0,Hyundai,Tucson,2019,68000.0,Diesel,SUV,1.6,115.0
465,25950.0,Toyota,Corolla,2020,42799.0,Hybrid,Saloon,1.8,122.0
466,9250.0,Opel,Astra,2014,78600.0,Diesel,Hatchback,1.2,95.0
467,8900.0,Dacia,Sandero,2015,91000.0,Petrol,Hatchback,1.1,75.0
468,4900.0,Peugeot,207,2010,277400.0,Diesel,Hatchback,1.4,
469,7900.0,Renault,Fluence,2012,192413.0,Diesel,Saloon,1.5,90.0
470,5995.0,BMW,3-Series,2010,255000.0,Petrol,Saloon,2.0,
471,4600.0,Mini,Cooper,2008,204000.0,Petrol,Hatchback,1.6,
472,29995.0,Mazda,CX-5,2019,43000.0,Diesel,SUV,2.2,150.0
473,10900.0,Opel,Adam,2015,112000.0,Petrol,Hatchback,1.4,100.0
474,21995.0,Audi,A4,2017,136793.9,Diesel,Saloon,2.0,150.0
475,11450.0,Volkswagen,Polo,2014,74000.0,Petrol,Hatchback,1.2,
476,25250.0,Volkswagen,Golf,2016,63000.0,Petrol,Hatchback,2.0,300.0
477,14950.0,Toyota,Aqua,2019,86000.0,Petrol Hybrid,Hatchback,1.5,
478,13750.0,Nissan,Note,2017,100000.0,Petrol Hybrid,Hatchback,1.2,
479,12250.0,Honda,Fit,2015,60000.0,Petrol Hybrid,Hatchback,1.5,
480,8750.0,Mazda,2,2014,105000.0,Petrol,Hatchback,1.3,63.0
481,16995.0,Opel,Insignia,2017,115872.48,Diesel,Saloon,1.6,
482,23495.0,BMW,4-Series,2016,165762.02,Diesel,Coupe,2.0,190.0
483,11495.0,Toyota,Yaris,2017,92000.0,Petrol,Hatchback,1.0,68.0
484,4500.0,Ford,Focus,2011,231744.96,Diesel,Hatchback,1.6,109.0
486,7995.0,Mazda,2,2013,36000.0,Petrol,Hatchback,1.3,
487,28500.0,Lexus,NX,2015,74000.0,Petrol Hybrid,SUV,2.5,197.0
488,14495.0,Honda,Fit,2017,76000.0,Petrol Hybrid,Hatchback,1.5,
490,23500.0,BMW,4-Series,2016,149669.0,Diesel,Saloon,2.0,190.0
491,12950.0,Nissan,Micra,2019,29000.0,Petrol,Hatchback,1.2,80.0
492,899.0,Citroen,Xsara,2005,298127.0,Petrol,MPV,1.6,
493,6700.0,Volkswagen,Golf,2011,241401.0,Diesel,Hatchback,1.6,105.0
494,35500.0,BMW,5-Series,2018,93536.45014,Diesel,Saloon,2.0,190.0
495,25500.0,Ford,Kuga,2018,73521.0,Diesel,SUV,1.5,120.0
498,2800.0,Audi,A4,2008,340000.0,Diesel,Saloon,2.0,
499,13995.0,Volkswagen,Polo,2015,119000.0,Petrol,Hatchback,1.2,90.0
500,23450.0,Nissan,Qashqai,2019,46085.0,Petrol,SUV,1.3,160.0
501,8750.0,Ford,C-MAX,2014,157715.32,Diesel,MPV,1.6,95.0
502,29950.0,Land Rover,Range Rover,2011,186683.44,Diesel,SUV,4.4,
503,19950.0,Toyota,Proace,2019,69000.0,Diesel,MPV,2.0,
504,14500.0,BMW,1-Series,2013,137000.0,Petrol,Hatchback,1.6,136.0
505,42950.0,BMW,5-Series,2019,110239.79,Diesel,Saloon,2.0,190.0
506,39946.0,Mercedes,E-Class,2017,57400.0,Diesel,Coupe,2.0,194.0
508,22750.0,KIA,Optima,2019,112353.0,Diesel,Saloon,1.6,136.0
509,16990.0,Toyota,Vitz,2019,69700.5154,Petrol,Hatchback,1.0,68.0
510,16499.0,Fiat,500,2019,24944.77,Petrol,Hatchback,1.2,
511,18500.0,Nissan,Qashqai,2016,73000.0,Diesel,Hatchback,1.5,110.0
512,38950.0,Volkswagen,Tiguan,2021,19500.0,Diesel,SUV,2.0,150.0
513,18950.0,Mazda,6,2018,142320.3736,Diesel,Saloon,2.2,150.0
514,28900.0,Ford,Galaxy,2017,112000.0,Diesel,MPV,2.0,180.0
515,31000.0,Ford,Focus,2022,100.0,Petrol,Estate,1.0,125.0
516,45950.0,Land Rover,Discovery,2019,73249.0,Diesel,SUV,3.0,
517,28950.0,BMW,4-Series,2015,167371.36,Diesel,Coupe,3.0,313.0
518,9600.0,Nissan,Note,2017,79201.0,Petrol,MPV,1.2,80.0
519,1350.0,KIA,RIO,2006,310602.62,Diesel,Hatchback,1.5,
521,25495.0,Nissan,Qashqai,2018,39500.0,Petrol,MPV,1.2,
522,2150.0,Renault,Kangoo,2006,193000.0,Petrol,MPV,1.1,
524,16900.0,Ford,Kuga,2016,144800.0,Diesel,SUV,2.0,120.0
525,24950.0,Land Rover,Defender,2008,144840.6,Diesel,SUV,2.4,
526,2899.0,Citroen,Grand C4 Picasso,2007,193121.0,Diesel,MPV,1.6,
527,12500.0,Toyota,Aqua,2016,95000.0,Petrol Hybrid,Hatchback,1.5,
528,10950.0,KIA,ProCeed,2013,148059.28,Diesel,Hatchback,1.6,128.0
529,27995.0,Audi,A5,2017,132000.0,Diesel,Coupe,2.0,190.0
531,,Opel,Crossland X,2021,34720.0,Petrol,SUV,1.2,83.0
533,12945.0,Ford,Fiesta,2016,136237.0,Diesel,Hatchback,1.5,85.0
535,35950.0,BMW,X5,2015,145000.0,Diesel,SUV,2.0,231.0
536,35000.0,Ford,Focus,2003,138403.24,Petrol,Hatchback,2.0,
537,60950.0,BMW,5-Series,2022,270.0,Diesel,Saloon,2.0,190.0
538,2350.0,Opel,Astra,2008,202650.0,Petrol,Hatchback,1.4,
539,43950.0,Land Rover,Discovery Sport,2018,72000.0,Diesel,SUV,2.0,150.0
540,18750.0,Honda,Integra,2003,120000.0,Petrol,Coupe,2.0,
541,7950.0,Nissan,Qashqai,2013,210269.927,Diesel,Hatchback,1.5,110.0
542,98900.0,Jaguar,I-PACE,2022,1000.0,Electric,Estate,,
543,18000.0,Ford,Fiesta,2019,22000.0,Petrol,Hatchback,1.1,85.0
544,12495.0,Volkswagen,Passat,2014,90886.0,Diesel,Saloon,1.6,105.0
545,11450.0,Ford,Focus,2015,212000.0,Diesel,Hatchback,1.6,95.0
548,5999.0,Suzuki,SX4,2010,160934.0,Diesel,SUV,1.6,
549,29295.0,Hyundai,Kona,2022,0.0,Petrol,Crossover,1.0,
550,15999.0,Skoda,Octavia,2017,150000.0,Diesel,Estate,1.6,115.0
551,3295.0,Ford,Focus,2008,201000.0,Petrol,Hatchback,1.4,
552,2995.0,Nissan,Note,2008,162000.0,Petrol,MPV,1.4,
554,14000.0,Ford,Fiesta,2017,55494.0,Petrol,Hatchback,1.2,60.0
555,34900.0,KIA,Sportage,2022,12000.0,Diesel,SUV,1.6,115.0
556,34950.0,Audi,A4,2019,38500.0,Diesel,Saloon,2.0,150.0
557,1750.0,Toyota,Yaris,2006,207000.0,Petrol,Hatchback,1.0,
558,11900.0,Ford,Mondeo,2015,178000.0,Diesel,Hatchback,1.6,115.0
561,16000.0,Land Rover,Defender,2006,343024.0,Diesel,SUV,2.5,
563,36950.0,Honda,CR-V,2019,71870.0,Hybrid,SUV,2.0,
564,11995.0,Mini,First,2013,85787.0,Petrol,Hatchback,1.6,
569,2450.0,Mercedes,E-Class,2007,236000.0,Petrol,Saloon,1.8,
571,2950.0,Lexus,IS,2009,351000.0,Diesel,Saloon,2.2,
572,2950.0,Ford,Focus,2008,292899.88,Diesel,Hatchback,1.8,
574,7495.0,Volkswagen,Golf,2008,324000.0,Petrol,Hatchback,2.0,
575,12950.0,BMW,7-Series,2011,256000.0,Diesel,Saloon,3.0,245.0
577,2950.0,Nissan,Tiida,2010,185083.0,Diesel,Saloon,1.5,
578,18000.0,Ford,Fiesta,2018,6000.0,Petrol,Hatchback,1.1,85.0
579,16900.0,KIA,Ceed,2016,57000.0,Diesel,Hatchback,1.6,136.0
580,19945.0,Ford,Focus,2019,53931.0,Petrol,Hatchback,1.0,
581,19950.0,Hyundai,Tucson,2018,198000.0,Diesel,SUV,1.7,115.0
582,1995.0,Citroen,C8,2006,240000.0,Diesel,MPV,2.0,
583,5900.0,Nissan,Juke,2012,225307.6,Diesel,SUV,1.5,110.0
584,1795.0,Ford,Focus,2005,229000.0,Petrol,Hatchback,1.4,
585,14495.0,Dacia,Duster,2017,132000.0,Diesel,SUV,1.5,110.0
586,9000.0,Mazda,3,2015,192712.0,Diesel,Saloon,2.2,150.0
587,34950.0,Volkswagen,Tiguan,2019,72358.0,Diesel,SUV,2.0,115.0
589,25900.0,Volvo,XC60,2017,147622.0,Diesel,SUV,2.0,150.0
590,29995.0,Mazda,CX-5,2018,80228.0,Diesel,SUV,2.2,150.0
592,48500.0,Ford,Mustang,2018,22283.0,Petrol,Coupe,2.3,317.0
594,9900.0,Audi,Q7,2008,223698.26,Diesel,SUV,3.0,
595,23750.0,Audi,A5,2014,151277.96,Diesel,Hatchback,2.0,177.0
596,10950.0,Hyundai,i30,2015,152533.2452,Diesel,Hatchback,1.6,110.0
597,5250.0,Peugeot,Partner,2013,181356.5246,Diesel,MPV,1.6,
599,25000.0,BMW,5-Series,2016,80000.0,Diesel,Saloon,2.0,190.0
600,5995.0,Hyundai,ix35,2010,288000.0,Diesel,SUV,2.0,
601,16995.0,Audi,A3,2016,171000.0,Diesel,Saloon,1.6,110.0
602,9995.0,Honda,Jazz,2014,61813.14006,Petrol,Hatchback,1.3,99.0
603,4995.0,Opel,Meriva,2012,202000.0,Diesel,MPV,1.2,95.0
604,6995.0,Hyundai,i30,2012,231744.96,Diesel,Hatchback,1.6,90.0
605,12495.0,Audi,A4,2014,245000.0,Diesel,Saloon,2.0,120.0
606,7995.0,Hyundai,ix35,2012,225000.0,Diesel,SUV,1.7,115.0
607,12900.0,Toyota,Vitz,2017,119091.16,Petrol,Hatchback,1.5,111.0
608,12900.0,Toyota,Vitz,2017,119091.16,Petrol,Hatchback,1.5,111.0
609,6450.0,Mitsubishi,Lancer,2013,207604.86,Diesel,Saloon,1.8,150.0
610,14500.0,BMW,3-Series,2015,153336.0,Diesel,Saloon,2.0,116.0
611,8900.0,Honda,Jazz,2013,46670.86,Petrol,Hatchback,1.3,
612,8900.0,Mazda,Demio,2014,77248.32,Petrol,Hatchback,1.3,63.0
613,8900.0,Honda,Fit,2013,46670.86,Petrol,Hatchback,1.3,
614,8900.0,Mazda,2,2014,77248.32,Petrol,Hatchback,1.3,63.0
615,14500.0,Nissan,Note,2017,121001.0,Hybrid,Hatchback,1.2,
616,17950.0,Mercedes,A-Class,2014,91732.38,Petrol,Hatchback,1.6,156.0
617,15500.0,Ford,Fiesta,2017,62000.0,Petrol,Hatchback,1.1,85.0
618,9400.0,Volkswagen,Polo,2013,64373.6,Petrol,Hatchback,1.2,60.0
619,6900.0,Nissan,Micra,2013,94951.06,Petrol,Hatchback,1.2,80.0
621,38540.0,Nissan,Leaf,2022,0.0,Electric,Hatchback,,
623,11950.0,Audi,A3,2012,159324.66,Diesel,Hatchback,2.0,170.0
624,25558.0,Renault,Clio,2022,0.0,Petrol,Hatchback,1.0,72.0
625,27900.0,KIA,Sportage,2021,32163.0,Hybrid,SUV,1.6,136.0
626,23950.0,Renault,Captur,2020,18000.0,Petrol,Hatchback,1.0,100.0
627,5500.0,Volkswagen,Passat,2012,313748.8797,Diesel,Saloon,1.6,105.0
628,,BMW,5-Series,2022,12874.72,Hybrid,Saloon,2.0,
629,13500.0,BMW,3-Series,2013,143657.7351,Diesel,Estate,2.0,116.0
630,16900.0,Volkswagen,Touareg,2011,217349.4137,Diesel,SUV,3.0,204.0
631,17500.0,KIA,Sportage,2017,222000.0,Diesel,SUV,1.7,115.0
632,4250.0,BMW,X5,2005,362101.5,Diesel,SUV,3.0,
633,10500.0,Volkswagen,Golf,2013,160111.6273,Diesel,Hatchback,1.6,90.0
634,10500.0,Audi,A5,2011,207009.4042,Diesel,Hatchback,2.0,143.0
635,9250.0,Opel,Astra,2014,80922.44322,Petrol,Hatchback,1.6,
637,19129.5,Mercedes,C-Class,2016,56326.9,Petrol,Saloon,2.0,
638,18900.0,Nissan,Qashqai,2018,90000.0,Diesel,Hatchback,1.5,110.0
639,26000.0,Ford,Kuga,2019,63000.0,Diesel,SUV,1.5,120.0
640,12000.0,Jaguar,XF,2013,210823.54,Diesel,Saloon,2.2,
642,1850.0,Opel,Astra,2006,136249.0,Petrol,Hatchback,1.4,
643,27000.0,Dacia,Jogger,2022,10.0,Petrol,MPV,1.0,110.0
644,24950.0,SEAT,Leon,2016,148059.28,Petrol,Hatchback,2.0,280.0
645,12995.0,Audi,A1,2013,72420.3,Petrol,Hatchback,1.4,122.0
646,18975.0,Ford,Fiesta,2020,44725.0,Petrol,Hatchback,1.0,100.0
647,17495.0,Volkswagen,Polo,2019,35085.0,Petrol,Hatchback,1.0,65.0
649,7495.0,Mazda,MX-5,2007,134000.0,Petrol,Cabriolet,1.8,
650,9950.0,Renault,Megane,2016,75000.0,Diesel,Hatchback,1.5,95.0
651,5750.0,Mercedes,C-Class,2010,354054.8,Diesel,Saloon,2.1,
655,19950.0,Volkswagen,Golf,2015,160934.0,Diesel,Estate,2.0,184.0
657,65950.0,Mercedes,E-Class,2021,46652.0,Hybrid,Estate,2.0,306.0
658,17500.0,Ford,Fiesta,2019,65000.0,Petrol,Hatchback,1.1,85.0
660,2450.0,Ford,Focus,2009,209214.2,Petrol,Saloon,1.6,
661,22950.0,Audi,A3,2016,80467.0,Diesel,Saloon,1.6,110.0
662,9900.0,SEAT,Leon,2015,241401.0,Diesel,Hatchback,1.6,105.0
663,2550.0,Ford,Mondeo,2008,231744.96,Diesel,Hatchback,1.8,
664,4250.0,Renault,Scenic,2011,273587.8,Diesel,MPV,1.5,110.0
665,17950.0,Volvo,V40,2018,112653.8,Diesel,Hatchback,2.0,120.0
671,13950.0,Volvo,S60,2015,203275.7354,Diesel,Saloon,2.0,120.0
673,13499.0,Volkswagen,Golf,2014,150751.0,Diesel,Estate,1.6,105.0
674,9450.0,Ford,Focus,2013,96560.4,Petrol,Hatchback,1.0,100.0
675,12950.0,Toyota,Aqua,2016,131000.0,Petrol Hybrid,Hatchback,1.5,
677,11950.0,Volkswagen,Polo,2015,41842.84,Petrol,Hatchback,1.2,90.0
678,5995.0,Nissan,Juke,2010,209761.3756,Diesel,SUV,1.5,
679,11950.0,Skoda,Fabia,2016,80000.0,Petrol,Hatchback,1.0,75.0
680,6500.0,Volkswagen,Polo,2012,180277.0,Petrol,Hatchback,1.2,60.0
682,7450.0,Honda,Insight,2011,53000.0,Petrol Hybrid,Hatchback,1.3,98.0
683,6500.0,BMW,3-Series,2008,300000.0,Petrol,Saloon,2.0,
684,10950.0,Volkswagen,Golf,2011,195534.81,Petrol,Cabriolet,1.2,105.0
687,3900.0,Fiat,Panda,2010,141621.92,Petrol,Hatchback,1.1,
688,8950.0,Skoda,Octavia,2014,313821.3,Diesel,Saloon,1.6,105.0
690,30950.0,Volkswagen,Golf,2016,160934.0,Petrol,Hatchback,2.0,300.0
691,16450.0,Toyota,Auris,2018,109435.12,Diesel,Hatchback,1.4,90.0
693,3950.0,Opel,Insignia,2011,321868.0,Diesel,Hatchback,2.0,160.0
694,3750.0,Skoda,Octavia,2012,490848.7,Diesel,Estate,2.0,140.0
695,26950.0,Volkswagen,Golf,2015,183464.76,Petrol,Hatchback,2.0,
697,6950.0,Opel,Insignia,2015,321868.0,Diesel,Hatchback,2.0,
698,7950.0,SEAT,Altea,2015,225307.6,Diesel,MPV,1.6,105.0
699,2950.0,Ford,Focus,2009,321868.0,Diesel,Hatchback,1.8,
700,28945.0,Hyundai,i30,2022,16697.0,Diesel,Hatchback,1.6,110.0
701,23950.0,Nissan,Qashqai,2018,77543.0,Diesel,MPV,1.5,110.0
702,16950.0,Volvo,V40,2017,72000.0,Diesel,Hatchback,2.0,120.0
704,28450.0,Skoda,Superb,2019,106828.0,Diesel,Hatchback,2.0,
707,2450.0,Peugeot,307,2007,259103.74,Diesel,Hatchback,1.6,
708,13950.0,Nissan,Pulsar,2015,40233.5,Petrol,Hatchback,1.2,115.0
709,3750.0,Renault,Fluence,2012,295000.0,Diesel,Saloon,1.5,90.0
710,9900.0,Mercedes,C-Class,2012,257494.4,Diesel,Saloon,2.1,170.0
712,5450.0,Opel,Insignia,2014,281634.5,Diesel,Saloon,2.0,140.0
714,5450.0,BMW,3-Series,2010,378194.9,Diesel,Saloon,2.0,
715,4950.0,Nissan,Qashqai,2010,181050.75,Diesel,Hatchback,1.5,
716,19950.0,Volkswagen,Golf,2018,93341.72,Diesel,Hatchback,1.6,
717,11450.0,Mini,ONE,2015,140012.58,Petrol,Hatchback,1.2,
718,47000.0,BMW,5-Series,2020,60000.0,Diesel,Saloon,2.0,184.0
719,6450.0,BMW,3-Series,2011,289681.2,Diesel,Saloon,2.0,143.0
720,13950.0,Mini,Cooper,2015,41842.84,Petrol,Hatchback,1.5,
721,8450.0,Toyota,Vitz,2013,94951.06,Petrol,Hatchback,1.3,99.0
724,6450.0,Ford,Focus,2012,281634.5,Diesel,Hatchback,1.6,95.0
725,12450.0,Audi,A3,2013,265541.1,Diesel,Hatchback,1.6,105.0
727,16990.0,Dacia,Sandero Stepway,2020,49966.0,Diesel,Crossover,1.5,95.0
728,8995.0,Peugeot,308,2014,101851.0,Diesel,Hatchback,1.6,92.0
729,19950.0,Ford,Kuga,2019,195551.0,Diesel,SUV,1.5,
730,16219.0,Ford,Kuga,2019,195551.0,Diesel,SUV,1.5,
731,43950.0,Toyota,Landcruiser,2018,191452.0,Diesel,SUV,2.8,
732,49900.0,BMW,X5,2018,70810.96,Diesel,SUV,3.0,
733,49990.0,Audi,RS3,2016,66948.544,Petrol,Hatchback,2.5,340.0
734,17950.0,Mercedes,CLA-Class,2014,138258.0,Diesel,Saloon,1.8,136.0
735,64950.0,Lexus,RX,2019,39000.0,Hybrid,Estate,3.5,313.0
736,29945.0,Hyundai,i30,2022,0.0,Petrol,Hatchback,1.0,
737,15950.0,SEAT,Leon,2017,122240.6384,Diesel,Hatchback,1.6,90.0
738,34950.0,BMW,X5,2015,179852.0,Diesel,SUV,2.0,218.0
739,21450.0,Ford,Kuga,2019,165799.0,Diesel,SUV,1.5,
740,22950.0,Skoda,Superb,2019,149258.0,Diesel,Saloon,2.0,150.0
741,12950.0,Volkswagen,Golf,2014,194258.0,Diesel,Hatchback,2.0,150.0
743,3999.0,Land Rover,Range Rover Sport,2006,299000.0,Diesel,SUV,2.7,
744,22295.0,Renault,Clio,2022,8633.0,Petrol,Hatchback,1.0,
745,6750.0,Hyundai,ix35,2010,260713.08,Diesel,SUV,2.0,
747,2450.0,Toyota,Avensis,2007,254275.72,Diesel,Saloon,2.0,
748,35950.0,Mercedes,A-Class,2020,35000.0,Diesel,Saloon,1.5,116.0
749,20000.0,Ford,Fiesta,2019,32000.0,Petrol,Hatchback,1.0,100.0
750,7450.0,Opel,Zafira,2014,189902.12,Diesel,MPV,1.7,110.0
751,8450.0,Volkswagen,Passat,2012,230135.62,Diesel,Saloon,1.6,105.0
752,8450.0,Nissan,Qashqai+2,2012,164152.68,Diesel,Hatchback,1.5,110.0
753,5950.0,Alfa Romeo,Giulietta,2011,204386.18,Diesel,Hatchback,2.0,170.0
754,4999.0,Mazda,3,2010,175000.0,Diesel,Saloon,1.6,
755,45475.0,Lexus,RX,2016,74000.0,Hybrid,SUV,3.5,313.0
756,3999.0,Chevrolet,Aveo,2011,98169.74,Petrol,Hatchback,1.2,
757,5250.0,Renault,Grand Scenic,2011,175418.06,Diesel,MPV,1.5,110.0
758,4999.0,Opel,Insignia,2011,185074.1,Diesel,Hatchback,2.0,
759,7450.0,Audi,A4,2010,135000.0,Petrol,Saloon,1.8,
760,8999.0,Audi,A4,2012,267150.44,Diesel,Saloon,2.0,143.0
761,4999.0,Nissan,Qashqai,2009,135184.56,Petrol,Hatchback,1.6,
762,7999.0,Honda,Insight,2011,94951.06,Petrol Hybrid,Hatchback,1.3,
763,27950.0,Mercedes,CLA-Class,2018,42001.0,Petrol,Estate,1.6,122.0
765,11995.0,Volkswagen,Golf,2013,189902.12,Diesel,Hatchback,1.6,105.0
766,5750.0,Hyundai,i30,2011,180246.08,Diesel,Estate,1.6,90.0
767,9950.0,Land Rover,Range Rover,2005,210823.54,Diesel,SUV,2.9,
769,8450.0,Volkswagen,Scirocco,2010,220479.58,Diesel,Hatchback,2.0,
770,9450.0,Opel,Insignia,2015,225307.6,Diesel,Hatchback,2.0,170.0
771,9450.0,Opel,Insignia,2015,225307.6,Diesel,Hatchback,2.0,
772,4950.0,SEAT,Altea,2011,207604.86,Diesel,MPV,1.6,105.0
773,4999.0,Renault,Grand Megane,2010,156105.98,Diesel,Estate,1.5,
774,3999.0,Ford,Focus,2010,246229.02,Diesel,Hatchback,1.6,
775,13750.0,Opel,Insignia,2018,231744.96,Diesel,Estate,2.0,170.0
777,6750.0,Audi,A6,2010,281634.5,Diesel,Saloon,2.0,
778,7950.0,Hyundai,ix35,2011,199558.16,Diesel,SUV,1.7,115.0
779,6999.0,Volkswagen,CC,2009,202776.84,Diesel,Coupe,2.0,
780,7950.0,BMW,3-Series,2010,218870.24,Diesel,Coupe,2.0,
781,10950.0,Volvo,XC90,2011,263931.76,Diesel,Estate,2.4,200.0
782,32950.0,Renault,Zoe,2022,100.0,Electric,Hatchback,,107.0
783,26999.0,Audi,A4,2017,143954.0,Diesel,Estate,2.0,150.0
784,7450.0,Toyota,Yaris,2012,188292.78,Diesel,Hatchback,1.4,90.0
785,6999.0,Skoda,Superb,2012,271978.46,Diesel,Hatchback,1.6,105.0
786,6950.0,Fiat,500,2011,104607.1,Petrol,Hatchback,1.2,69.0
789,7995.0,Fiat,500,2013,56000.0,Petrol,Hatchback,0.9,85.0
790,7450.0,Nissan,Qashqai,2012,196339.48,Diesel,Hatchback,1.5,110.0
791,6995.0,Renault,Fluence,2011,133000.0,Diesel,Saloon,1.5,110.0
792,4999.0,Hyundai,Santa Fe,2008,181855.42,Diesel,SUV,2.2,
794,5450.0,Opel,Insignia,2012,278415.82,Diesel,MPV,2.0,160.0
795,14995.0,Hyundai,i30,2016,103802.43,Diesel,Hatchback,1.6,110.0
796,7995.0,Honda,Insight,2012,156000.0,Petrol Hybrid,Hatchback,1.3,98.0
798,10995.0,Peugeot,508,2016,179000.0,Diesel,Saloon,1.6,120.0
799,17750.0,Mercedes,E-Class,2014,172199.38,Diesel,Saloon,2.1,170.0
800,1795.0,Ford,Focus,2005,345000.0,Diesel,Hatchback,1.6,
802,19450.0,Ford,Fiesta,2019,31477.0,Petrol,Hatchback,1.0,
803,4695.0,Toyota,Corolla,2011,245000.0,Diesel,Saloon,1.4,90.0
